ID,Zimmer,Quadratmet,Preis,PLZ,Adresse,City,Canton,Country,result_num,osm_id,display_na,category,type,latlong,id_2,identifier,REG_NAME,DOC_TITLE,DOC_LINK,LAST_MODI,VALID_FROM,VALID_UNTI,typ_code,typ_name_d,typ_name_f,typ_name_i,TYPE_2,origin,LEVEL_DB,descriptio,descript_1,descript_2,descript_3,remark,n,distance,feature_x,feature_y,nearest_x,nearest_y
"72","2","3","1700","8304",Bubentalstrasse 9,Wallisellen,Zurich,Switzerland,"0","14673105","Bubentalstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4155526,8.5998602",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001675510276630,8.599860200000000,47.415552599999998,8.598347627721038,47.416273335588137
"73","2","3","1200","8304",Bubentalstrasse 9,Wallisellen,Zurich,Switzerland,"0","14673105","Bubentalstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4155526,8.5998602",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001675510276630,8.599860200000000,47.415552599999998,8.598347627721038,47.416273335588137
"74","1","15","2390","8304",Archengaessli 3,Wallisellen,Zurich,Switzerland,"0","154910492","3, Archengässli, Wallisellen, Bezirk Bülach, Zürich, 8301, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.41411395,8.5894833661938",100,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"60",,,,,,"1",0.001841525194886,8.589483366193800,47.414113950000001,8.591279910702958,47.413709422040505
"75","2","2","1330","8304",Riedenerstrasse,Wallisellen,Zurich,Switzerland,"0","1228586415","Riedenerstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4196026,8.5980812",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001603539007091,8.598081199999999,47.419602599999997,8.599600250232966,47.419088962251202
"76",,,"240","8304",Langenwiesenstrasse 2,Wallisellen,Zurich,Switzerland,"0","158223144","2, Langenwiesenstrasse, Herti, Wallisellen, Bezirk Bülach, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.416945999999996,8.581869106186986",71,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"62",,,,,,"1",0.000236753914664,8.581869106186986,47.416945999999989,8.582086824096928,47.416852987485790
"77","1.5","130","3220",,,,Zurich,Switzerland,"0","1682248","Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",boundary,administrative,"47.3744489,8.5410422",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.039680261546867,8.541042200000000,47.374448899999997,8.563767610924828,47.406977024057888
"78","1.5","15","3110","8304",Bahnhofstrasse 36,Wallisellen,Zurich,Switzerland,"0","7106872757","Rädge, 36, Bahnhofstrasse, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",shop,shoes,"47.4130471,8.591878",100,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"60",,,,,,"1",0.000728972826376,8.591877999999999,47.413047100000000,8.591166832902102,47.413207233508246
"79","1","16","2480","8304",Buetzackerstrasse,Wallisellen,Zurich,Switzerland,"0","914439717","Bützackerstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4223185,8.6028122",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001523097081610,8.602812200000002,47.422318500000003,8.601736688411126,47.423396970927847
"80","1.5","170","5530",,,,Zurich,Switzerland,"0","1682248","Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",boundary,administrative,"47.3744489,8.5410422",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.039680261546867,8.541042200000000,47.374448899999997,8.563767610924828,47.406977024057888
"81","1.5","150","4100","8304",Schaefligrabenstrasse 35,Wallisellen,Zurich,Switzerland,"0","184871059","35, Schäfligrabenstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.4205855,8.5977321",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.002249083003864,8.597732100000000,47.420585500000001,8.599862681199379,47.419865084764794
"82","1.5","14","3550","8152",Talackerstrasse 49,Opfikon,Zurich,Switzerland,"0","152514385","49, Talackerstrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.4273844,8.5611609",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000520966661190,8.561160900000003,47.427384400000001,8.560809718057026,47.426999591599625
"83","1.5","17","4170","8152",Rohrstrasse 33,Opfikon,Zurich,Switzerland,"0","561629815","33, Rohrstrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.435204799999994,8.563573349999999",112,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"69",,,,,,"1",0.001168014526155,8.563573350000000,47.435204799999994,8.563062684239100,47.434154334191909
"84","1.5","150","6030","8152",Schaffhauserstrasse 91,Opfikon,Zurich,Switzerland,"0","454887244","Schaffhauserstrasse, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",highway,primary,"47.4373906,8.5699182",77,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"66",,,,,,"1",0.000153321449976,8.569918200000000,47.437390600000001,8.570044606844634,47.437477368523403
"85","1.5","150","6030","8152",Schaffhauserstrasse 91,Opfikon,Zurich,Switzerland,"0","454887244","Schaffhauserstrasse, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",highway,primary,"47.4373906,8.5699182",77,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"66",,,,,,"1",0.000153321449976,8.569918200000000,47.437390600000001,8.570044606844634,47.437477368523403
"86","1","18","2640","8152",Neuwiesenstrasse 4,Opfikon,Zurich,Switzerland,"0","5418027831","4, Neuwiesenstrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4278228,8.5750773",38,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"65",,,,,,"1",0.001301862009108,8.575077300000000,47.427822800000001,8.576139837361422,47.427070563968996
"87","1","18","2620","8152",Neuwiesenstrasse 4,Opfikon,Zurich,Switzerland,"0","5418027831","4, Neuwiesenstrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4278228,8.5750773",38,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"65",,,,,,"1",0.001301862009108,8.575077300000000,47.427822800000001,8.576139837361422,47.427070563968996
"88",,"6","3170","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"89",,"5","3300","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"90",,"5","3690","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"91",,"6","3930","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"92",,"7","4580","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"93",,"7","3550","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"94",,"3","2530","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"95",,"3","2400","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"97",,"6","4060","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"98",,"3","2150","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"99",,"3","2270","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"100",,"7","4320","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"101",,"6","3040","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"102",,"7","3430","8152",Industriestrasse 10,Opfikon,Zurich,Switzerland,"0","43916955","10, Industriestrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4297852,8.558183137668175",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.000229677032668,8.558183137668175,47.429785199999998,8.558023161005950,47.429620400100490
"103",,"2","860","8152","Rohrstrasse 23, 8152, Opfikon",Opfikon,Zurich,Switzerland,"0","44000061","23, Rohrstrasse, Glattpark, Glattbrugg, Opfikon, Bezirk Bülach, Zürich, 8152, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.43513315,8.5644247",112,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"69",,,,,,"1",0.001477419907671,8.564424700000000,47.435133149999999,8.563717126588815,47.433836188377065
