ID,Zimmer,Quadratmet,Preis,PLZ,Adresse,City,Canton,Country,result_num,osm_id,display_na,category,type,latlong,id_2,identifier,REG_NAME,DOC_TITLE,DOC_LINK,LAST_MODI,VALID_FROM,VALID_UNTI,typ_code,typ_name_d,typ_name_f,typ_name_i,TYPE_2,origin,LEVEL_DB,descriptio,descript_1,descript_2,descript_3,remark,n,distance,feature_x,feature_y,nearest_x,nearest_y
"1","1.5","12","3510","8304",Neugutstrasse 12,Wallisellen,Zurich,Switzerland,"0","4299006567","12, Neugutstrasse, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4123559,8.5949179",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.002038920256620,8.594917900000000,47.412355900000001,8.596955567146289,47.412284426831611
"2","1.5","16","3510","8304",Melchruetistrasse 10,Wallisellen,Zurich,Switzerland,"0","158223008","10, Melchrütistrasse, Herti, Wallisellen, Bezirk Bülach, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.417458100000005,8.579414797328972",71,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"62",,,,,,"1",0.002151587095007,8.579414797328972,47.417458100000005,8.580643913572166,47.415692144086591
"4","1.5","15","3310","8304",Steinackerweg 12,Wallisellen,Zurich,Switzerland,"0","183480785","12, Steinackerweg, Herti, Wallisellen, Bezirk Bülach, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.4184405,8.583387850000005",71,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"62",,,,,,"1",0.000541362734274,8.583387850000006,47.418440500000003,8.582948081243304,47.418756216725392
"5","1.5","15","3550","8304",Neugutstrasse 37,Wallisellen,Zurich,Switzerland,"0","185812345","37, Neugutstrasse, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.4116542,8.597936249999998",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001002172367342,8.597936249999998,47.411654200000001,8.596934693562853,47.411689330571754
"6","1.5","13","3430","8304",Neue Winterthurerstrasse 75,Wallisellen,Zurich,Switzerland,"0","154504283","75, Neue Winterthurerstrasse, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.409174300000004,8.600235904932191",150,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"58",,,,,,"1",0.002053829124191,8.600235904932193,47.409174299999997,8.600812258143366,47.407202998133890
"7","1.5","360","7160","8304",Melchruetistrasse 10,Wallisellen,Zurich,Switzerland,"0","158223008","10, Melchrütistrasse, Herti, Wallisellen, Bezirk Bülach, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.417458100000005,8.579414797328972",71,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"62",,,,,,"1",0.002151587095007,8.579414797328972,47.417458100000005,8.580643913572166,47.415692144086591
"8","1.5","130","3560","8304",Buetzackerstrasse 4,Wallisellen,Zurich,Switzerland,"0","100002512","4, Bützackerstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.4222577,8.602505597641878",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001349645658116,8.602505597641878,47.422257700000003,8.601552566109152,47.423213353859985
"9","1.5","140","3390","8304",Zwickystrasse 18,Wallisellen,Zurich,Switzerland,"0","4109706000","18, Zwicky-Strasse, Wallisellen, Bezirk Bülach, Zürich, 8301, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4049526,8.6009187",110,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"57",,,,,,"1",0.000410677706074,8.600918699999999,47.404952600000001,8.600958333803252,47.404543839263255
"10","1.5","360","7160","8304",Melchruetistrasse,Wallisellen,Zurich,Switzerland,"0","1158097878","Melchrütistrasse, Herti, Wallisellen, Bezirk Bülach, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4184155,8.580057",5,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"63",,,,,,"1",0.002193470173228,8.580057000000000,47.418415500000002,8.578308614826263,47.419740060563015
"11","1.5","16","2670","8304",Im Langacker 19,Wallisellen,Zurich,Switzerland,"0","55801206","19, Im Langacker, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.40921665,8.606232667055998",150,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"58",,,,,,"1",0.001149549153872,8.606232667055998,47.409216649999998,8.605113318994025,47.408954880686814
"12","1.5","13","2800","8304",Steinackerweg 12,Wallisellen,Zurich,Switzerland,"0","183480785","12, Steinackerweg, Herti, Wallisellen, Bezirk Bülach, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.4184405,8.583387850000005",71,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"62",,,,,,"1",0.000541362734274,8.583387850000006,47.418440500000003,8.582948081243304,47.418756216725392
"13","1.5",,"5220","8304",Klotenerstrasse,Wallisellen,Zurich,Switzerland,"0","26637689","Klotenerstrasse, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",highway,tertiary,"47.4305689,8.5975852",100,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"60",,,,,,"1",0.000029977398132,8.597585199999999,47.430568899999997,8.597592731951780,47.430597915756081
"14","1.5","16","2710","8304",Im Langacker 17,Wallisellen,Zurich,Switzerland,"0","55801205","17, Im Langacker, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.40938735,8.606108460486059",150,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"58",,,,,,"1",0.001067476663741,8.606108460486061,47.409387350000003,8.605069028696008,47.409144269804464
"15","2","5","2200","8304",Lindenstrasse 8,Wallisellen,Zurich,Switzerland,"0","184872108","8, Lindenstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.419244449999994,8.59929516894157",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.000338811953821,8.599295168941570,47.419244449999994,8.599616129251926,47.419135923416945
"16","2","3","1700","8304",Bubentalstrasse 9,Wallisellen,Zurich,Switzerland,"0","14673105","Bubentalstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4155526,8.5998602",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001675510276630,8.599860200000000,47.415552599999998,8.598347627721038,47.416273335588137
"17","2","3","1200","8304",Bubentalstrasse 9,Wallisellen,Zurich,Switzerland,"0","14673105","Bubentalstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4155526,8.5998602",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001675510276630,8.599860200000000,47.415552599999998,8.598347627721038,47.416273335588137
"18","1.5","13","2420","8304",Im Langacker 13,Wallisellen,Zurich,Switzerland,"0","55801208","13, Im Langacker, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.40931575,8.606996767055996",150,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"58",,,,,,"1",0.001916141160938,8.606996767055996,47.409315749999998,8.605130966983214,47.408879416369579
"19","2","2","1330","8304",Riedenerstrasse,Wallisellen,Zurich,Switzerland,"0","1228586415","Riedenerstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4196026,8.5980812",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001603539007091,8.598081199999999,47.419602599999997,8.599600250232966,47.419088962251202
"20","1","15","2390","8304",Archengaessli 3,Wallisellen,Zurich,Switzerland,"0","154910492","3, Archengässli, Wallisellen, Bezirk Bülach, Zürich, 8301, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.41411395,8.5894833661938",100,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"60",,,,,,"1",0.001841525194886,8.589483366193800,47.414113950000001,8.591279910702958,47.413709422040505
"21",,,"240","8304",Langenwiesenstrasse 2,Wallisellen,Zurich,Switzerland,"0","158223144","2, Langenwiesenstrasse, Herti, Wallisellen, Bezirk Bülach, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.416945999999996,8.581869106186986",71,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"62",,,,,,"1",0.000236753914664,8.581869106186986,47.416945999999989,8.582086824096928,47.416852987485790
"22","1.5","130","3220",,,,Zurich,Switzerland,"0","1682248","Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",boundary,administrative,"47.3744489,8.5410422",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.039680261546867,8.541042200000000,47.374448899999997,8.563767610924828,47.406977024057888
"23","1.5","15","3110","8304",Bahnhofstrasse 36,Wallisellen,Zurich,Switzerland,"0","7106872757","Rädge, 36, Bahnhofstrasse, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",shop,shoes,"47.4130471,8.591878",100,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"60",,,,,,"1",0.000728972826376,8.591877999999999,47.413047100000000,8.591166832902102,47.413207233508246
"24","1","16","2480","8304",Buetzackerstrasse,Wallisellen,Zurich,Switzerland,"0","914439717","Bützackerstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4223185,8.6028122",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.001523097081610,8.602812200000002,47.422318500000003,8.601736688411126,47.423396970927847
"25","1.5","170","5530",,,,Zurich,Switzerland,"0","1682248","Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",boundary,administrative,"47.3744489,8.5410422",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.039680261546867,8.541042200000000,47.374448899999997,8.563767610924828,47.406977024057888
"26","1.5","150","4100","8304",Schaefligrabenstrasse 35,Wallisellen,Zurich,Switzerland,"0","184871059","35, Schäfligrabenstrasse, Rieden, Wallisellen, Bezirk Bülach, Zürich, 8304, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.4205855,8.5977321",127,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"59",,,,,,"1",0.002249083003864,8.597732100000000,47.420585500000001,8.599862681199379,47.419865084764794
"29","2","10","3570","8604",In der Au 6,Volketswil,Zurich,Switzerland,"0","15021789","Leben und Wohnen ""In der Au"", 6, In der Au, Hegnau, Volketswil, Bezirk Uster, Zürich, 8604, Schweiz/Suisse/Svizzera/Svizra",amenity,social_facility,"47.3904868,8.68943896164862",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.038050841061582,8.689438961648619,47.390486799999998,8.664162565440328,47.418929203207448
"30","1","14","2560","8604",Schuetzenweg 1,Volketswil,Zurich,Switzerland,"0","32636213","Schützenweg, Hegnau, Volketswil, Bezirk Uster, Zürich, 8604, Schweiz/Suisse/Svizzera/Svizra",highway,track,"47.3954179,8.6748677",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.024979194903096,8.674867700000000,47.395417899999998,8.659306204663674,47.414957604217427
"31","1.5","18","2830","8604",Ackerstrasse 33,Volketswil,Zurich,Switzerland,"0","242351814","33, Ackerstrasse, Hegnau, Volketswil, Bezirk Uster, Zürich, 8604, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.38716975,8.668065658903354",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.027877381868041,8.668065658903354,47.387169749999998,8.653949883774004,47.411209161646589
"32","1","10","2250","8604",Schuetzenweg 1,Volketswil,Zurich,Switzerland,"0","32636213","Schützenweg, Hegnau, Volketswil, Bezirk Uster, Zürich, 8604, Schweiz/Suisse/Svizzera/Svizra",highway,track,"47.3954179,8.6748677",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.024979194903096,8.674867700000000,47.395417899999998,8.659306204663674,47.414957604217427
"33","1.5","16","2270","8604",Lindenhof 7,Volketswil,Zurich,Switzerland,"0","57722666","7, Lindenhof, Hegnau, Volketswil, Bezirk Uster, Zürich, 8604, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3866915,8.66068505",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.024543019277222,8.660685050000000,47.386691499999998,8.649322935358830,47.408446089081913
"34","1.5","20","2170","8604",Ifangstrasse 3,Volketswil,Zurich,Switzerland,"0","243963148","3, Ifangstrasse, Hegnau, Volketswil, Bezirk Uster, Zürich, 8604, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.389672899999994,8.68029382373788",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.032853515942408,8.680293823737880,47.389672899999994,8.659826797594603,47.415372206423093
"35","1","18","2390","8604",Sunnebueelstrasse 23,Volketswil,Zurich,Switzerland,"0","244005272","23, Sunnebüelstrasse, Hegnau, Volketswil, Bezirk Uster, Zürich, 8604, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.39266795,8.681951590491781",148,ch.admin.bazl.lbk.lszh,LBK Zürich,Lärmbelastungskataster Landesflughafen Zürich,https://www.bazl.admin.ch/dam/bazl/de/dokumente/Politik/Umwelt/Laermbelastungskataster/zuerich.pdf,"20150703","20150703",,176-T-02,Kleinluftfahrzeuge und Grossflugzeuge (06-22 Uhr) Lr,Petits et grands aéronefs (06-22 heures) Lr,,OverallTrafficDay_Lr,EMPA / LRTVBR12_IDEAL_M_V2 / Bericht 461'852 / 11. Januar 2013,"53",,,,,,"1",0.031583554683141,8.681951590491781,47.392667950000003,8.662456710385976,47.417516905231224
